航次ID,船舶ID,进泊时间,离泊时间,船长,船宽,载重吨,船舶类型代码A,船舶类型代码B,泊位位置,装载量
297,533131021,1698979981,1698980024,160,25,16000,B,A,121.84410221826404 29.94310733177169,3461
298,563485000,1695062265,1695108893,213,32,32937,B,A,121.86442501839048 29.938071272210003,3724
299,538003100,1681873658,1682048729,315,50,121843,A,C,122.09094289999453 29.897187190163223,93762.18
300,538003886,1695050841,1695086701,302,42,79373,B,A,121.83557254458088 29.946175822681994,842.6
301,372960000,1683695351,1683951525,300,50,206312,E,D,122.07685838333425 29.893054494052702,195928
302,477454100,1699918220,1699953478,368,51,150775,B,A,121.92547188203457 29.936120717921202,8101.4
303,477332000,1698109743,1698191461,180,32,44428,C,B,121.75109782011569 29.9804931127261,1724.3
304,416072000,1694921745,1695186254,149,24,19999,C,B,121.89906923112821 29.93256276320894,3500
305,355493000,1685869692,1685946944,126,20,12677,C,B,121.78323817164318 29.97243550629892,9601.8
306,357368000,1676817047,1676837106,145,22,12601,B,A,121.93228463787132 29.940084640162464,275
307,563003300,1685941912,1686105186,250,44,114667,D,C,121.9900784144446 29.92800063526856,74898.34
308,354280000,1701674209,1701741530,105,16,4036,A,B,121.8960833011353 29.93290032975045,2300.45
309,441712000,1688293028,1688427194,109,18,6614,C,B,121.89581318351006 29.93222177093501,5714.07
310,477129400,1679990936,1680339390,333,60,313999,D,C,121.81345119675835 29.956549406214588,83220.85
311,356958000,1677577639,1677652083,170,26,33641,C,B,121.74391419091693 29.98181953364116,6956.79
312,255805620,1705032938,1705115131,229,32,80874,E,D,121.88299170323923 29.936601974988143,27000
313,566864000,1691481361,1691552682,221,35,45349,B,A,122.00491060230848 29.76673611935694,499
314,440278000,1689100449,1689138483,172,27,21860,B,A,121.84116957510483 29.944137794036124,780
315,351551000,1677989925,1678318060,330,60,302650,D,C,121.9900784144446 29.92800063526856,260226.09
316,538007136,1676007889,1676266795,183,32,36681,D,C,122.11536286626986 29.9081121196694,33600.46
317,636018715,1674386424,1674431022,216,30,38069,B,A,121.83825180579714 29.945235140108068,1416
318,563049100,1681890049,1681961074,172,27,21980,B,A,121.86982971079169 29.93642695035784,2770
319,477704000,1689784892,1689843018,276,40,67765,B,A,122.00991809253446 29.771098138093954,4000
320,413377680,1691698647,1691747952,196,32,40100,B,A,121.92909140408368 29.938775522735195,10241
321,373404000,1685926305,1686035227,366,48,175327,B,A,122.06000013409714 29.890552673105862,28423
322,563169900,1703574730,1703644254,186,35,37000,B,A,121.86670274091357 29.937366869184032,6694
323,477900700,1698213528,1698560041,200,32,61450,E,D,121.88299170323923 29.936601974988143,59600
324,636092897,1674480101,1674622276,300,49,113174,B,A,122.04040625503215 29.89264034445189,4019
325,563019900,1686025858,1686202953,230,37,54140,A,C,121.78323817164318 29.97243550629892,45948
326,563004900,1685536200,1685600178,300,43,78715,B,A,121.86670274091357 29.937366869184032,480
327,477435500,1686879648,1687152908,325,52,228517,E,D,122.07685838333425 29.893054494052702,216764
328,636014478,1692512831,1692681905,330,60,297863,D,C,121.8177632951752 29.95400256789684,134511.83
329,309599000,1694485590,1694591501,315,50,121639,A,C,122.09094289999453 29.897187190163223,66366.47
330,538006211,1706235892,1706320666,99,17,4753,A,B,121.89868694105951 29.931472410600644,2365.03
331,440088000,1704548629,1704597026,172,27,22426,B,A,121.83278587017914 29.947227829201804,3006
332,477721400,1672882311,1672990970,300,50,209485,E,D,122.07685838333425 29.893054494052702,92500
333,538009208,1704682532,1704728697,146,23,13709,B,A,122.06350371165705 29.891022988210633,469.3
334,636023084,1692584284,1692701955,399,61,272192,B,A,122.04040625503215 29.89264034445189,52754
335,538007621,1704610967,1704942617,293,46,88684,A,C,122.09094289999453 29.897187190163223,65700
336,538004792,1699493918,1699674319,133,23,14936,D,C,122.11536286626986 29.9081121196694,13705
337,311691000,1689912150,1689944423,140,23,11229,B,A,121.86982971079169 29.93642695035784,592
338,352900000,1706246896,1706501609,175,28,30952,C,B,121.75439821138373 29.979150371202415,27484.82
339,477266800,1680951797,1681086139,366,52,155470,B,A,122.02107120092448 29.778912029292396,4333.6
340,477682400,1674368157,1674620528,92,14,3560,C,B,121.75102788409284 29.976417555460966,2999.6
341,372072000,1689468479,1689558321,96,15,3200,A,B,121.89868694105951 29.931472410600644,1557.63
342,440290000,1683885923,1683969184,92,15,3456,C,B,121.74526834273715 29.975417393334514,2902.12
343,371002000,1704988930,1705028734,193,28,24542,B,A,121.93228463787132 29.940084640162464,3294
344,440146000,1703647000,1703733278,100,18,4867,A,B,121.89906923112821 29.93256276320894,2401
345,229556000,1702380959,1702438929,255,37,70461,B,A,122.03102823282664 29.89508922632821,4070
346,566376000,1681368721,1681519674,100,16,4318,D,C,122.11536286626986 29.9081121196694,3000
347,413297720,1681519068,1681558407,172,27,24031,B,A,121.87415299792524 29.935347915226927,5268
348,440215000,1705112559,1705193417,106,18,4998,A,B,121.89868694105951 29.931472410600644,2302.59
349,440387000,1682814783,1682896094,97,16,3856,A,B,121.8960833011353 29.93290032975045,3003
350,636022450,1703969739,1704059935,365,51,159528,B,A,122.05636332082932 29.890401487700096,41238
351,219484000,1675306120,1675478786,183,32,52385,C,C,121.75109782011569 29.9804931127261,29940
352,355784000,1687774992,1687922561,228,40,72910,D,B,121.74391419091693 29.98181953364116,20000
353,441712000,1679799122,1679883518,109,18,6614,C,B,121.89581318351006 29.93222177093501,6030.88
354,374685000,1685921441,1686017299,200,32,63547,E,D,122.07685838333425 29.893054494052702,47000
355,563004900,1683565256,1683678266,300,43,78715,B,A,122.02107120092448 29.778912029292396,7000
356,413121000,1674004487,1674110404,330,60,297376,D,C,121.8177632951752 29.95400256789684,125819.91
357,477681300,1697679142,1697864264,300,50,208912,E,D,122.07685838333425 29.893054494052702,90339
358,477967600,1672636604,1672720908,213,32,33297,B,A,122.03102823282664 29.89508922632821,9998
359,538005519,1680314310,1680318776,145,22,12248,B,A,121.92547188203457 29.936120717921202,1595
360,374204000,1706322429,1706406594,98,16,3805,A,B,121.89868694105951 29.931472410600644,1601.94
361,477938700,1678778598,1678867093,146,22,12000,D,C,122.11536286626986 29.9081121196694,10056.68
362,636014603,1698660250,1698703853,200,32,32906,B,A,121.83825180579714 29.945235140108068,1692
363,538005773,1690281418,1690327602,184,27,38506,C,B,121.77782813498385 29.974398546735802,4109.42
364,357138000,1676443121,1676534678,98,16,3764,A,B,121.89868694105951 29.931472410600644,1500.29
365,636019059,1684381834,1684628727,333,60,319896,D,C,121.9900784144446 29.92800063526856,274422.81
366,357441000,1675484921,1675567265,174,28,35277,C,B,121.74391419091693 29.98181953364116,4809.6
367,636092852,1673222966,1673306394,255,43,114753,E,D,122.07685838333425 29.893054494052702,31000
368,441799000,1685931616,1686101910,108,18,6499,C,B,121.89581318351006 29.93222177093501,6000.27
369,441712000,1686115472,1686199452,109,18,6614,C,B,121.89581318351006 29.93222177093501,5714
370,477100300,1703340368,1703425440,366,51,153811,B,A,122.01299469099648 29.772993330553064,20759
371,240586000,1682968580,1683252264,289,45,171926,E,D,121.88299170323923 29.936601974988143,73172
372,477348700,1703482648,1703557352,148,23,13295,B,A,122.03102823282664 29.89508922632821,3617
373,413472910,1703649195,1703719051,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
374,232008100,1687684899,1687742603,185,28,32771,C,B,121.75439821138373 29.979150371202415,523.25
375,477439900,1705709519,1705772711,148,23,13273,B,A,122.00749578533595 29.76871274276176,1000
376,241393000,1683702648,1683961372,333,60,321052,D,C,121.81345119675835 29.956549406214588,137430.19
377,311060500,1674123778,1674153933,196,30,30453,B,A,122.03704830124349 29.893930377836373,1092
378,241312000,1698685135,1698729574,366,48,141458,B,A,121.83278587017914 29.947227829201804,10000
379,416067000,1685934975,1686107666,149,24,19999,C,B,121.89906923112821 29.93256276320894,17999.73
380,636014558,1699312003,1699403117,299,40,86068,B,A,121.83825180579714 29.945235140108068,12763.9
381,563195900,1701117228,1701162232,183,36,38904,B,A,121.93228463787132 29.940084640162464,2666
382,477893900,1706134571,1706187610,148,24,13281,B,A,121.92225542141885 29.921236299120544,3112.6
383,372072000,1683770827,1683866150,96,15,3200,A,B,121.89906923112821 29.93256276320894,1561
384,354264000,1688357947,1688546811,330,60,302783,D,C,121.99610422984635 29.92340472293356,60001.23
385,447275000,1695107191,1695260317,229,36,54503,A,C,121.97377818306916 29.945100713933336,1563.36
386,477548100,1673669231,1673808727,172,28,21355,B,A,121.92909140408368 29.938775522735195,5409
387,416068000,1686211474,1686363802,149,24,19999,C,B,121.89906923112821 29.93256276320894,6999.8
388,416047000,1705485373,1705535855,191,28,21008,B,A,121.92151130212007 29.93412576257949,1200
389,636019494,1702193451,1702344000,292,45,177814,E,D,121.88299170323923 29.936601974988143,79602
390,636017768,1705394490,1705449871,172,27,21682,B,A,121.92909140408368 29.938775522735195,2328.2
391,538009749,1699423815,1699460106,222,30,37901,B,A,121.84116957510483 29.944137794036124,140
392,371308000,1705281145,1705404845,400,59,199692,B,A,122.02107120092448 29.778912029292396,1903.2
393,357939000,1681610983,1681711407,285,40,63216,B,A,122.02459458045499 29.78192432924778,9000
394,258802000,1698821632,1698906473,182,32,49622,C,B,121.78323817164318 29.97243550629892,9822.56
395,636014624,1695211195,1696727485,292,45,176354,E,D,121.88299170323923 29.936601974988143,151374
396,416509000,1705846122,1705900622,334,45,103891,B,A,122.01299469099648 29.772993330553064,100
397,636016718,1704612197,1704783801,108,16,6148,A,B,121.74391419091693 29.98181953364116,2899.11
398,538006799,1681691271,1681800647,291,45,180668,E,D,121.88299170323923 29.936601974988143,83815
399,538006840,1684372502,1684480729,225,37,54053,A,C,121.78323817164318 29.97243550629892,23193.15
400,352001127,1689389565,1689562704,333,60,317441,D,C,121.9900784144446 29.92800063526856,128847.85
401,538005814,1682160739,1682287956,295,46,179492,E,D,121.88299170323923 29.936601974988143,73335
402,440346000,1678757001,1678785446,141,25,12425,B,A,122.03102823282664 29.89508922632821,545.6
403,416020000,1683200450,1683261566,168,27,18618,B,A,122.00491060230848 29.76673611935694,1319.5
404,215173000,1680344878,1680487714,399,54,184700,B,A,122.01772291936598 29.776682898612826,1678.5
405,477190700,1697736724,1697768903,141,23,11874,B,A,122.02459458045499 29.78192432924778,3970
406,563089700,1700970900,1701047434,180,28,37361,C,B,121.78323817164318 29.97243550629892,2015.65
407,636093141,1675503730,1675655896,186,32,53688,D,C,121.81345119675835 29.956549406214588,41200
408,413472910,1687758727,1687839716,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
409,636018068,1689227069,1689346858,314,48,119159,B,A,122.04040625503215 29.89264034445189,20211
410,441386000,1683697212,1683871641,129,20,13093,C,B,121.78323817164318 29.97243550629892,9921.81
411,477999900,1700941475,1701229196,289,45,174333,E,D,121.88299170323923 29.936601974988143,170895
412,235335000,1705785652,1705860540,299,42,75898,B,A,122.02107120092448 29.778912029292396,20
413,403641000,1705393391,1705471527,183,35,55202,C,B,121.75109782011569 29.9804931127261,9981.65
414,441203000,1691219400,1691295002,92,15,3477,C,B,121.97812002297549 29.939168019254215,3005
415,636012227,1672979767,1673230941,183,32,46764,C,B,121.74391419091693 29.98181953364116,38837.29
416,258706000,1690277566,1690354157,186,32,49999,C,B,121.74391419091693 29.98181953364116,10000
417,372072000,1691971517,1692060021,96,15,3200,A,C,121.89868694105951 29.931472410600644,1498.77
418,356471000,1684648349,1684725554,124,20,12335,C,B,121.77782813498385 29.974398546735802,5226.58
419,311691000,1688344716,1688385230,140,23,11229,B,A,121.86670274091357 29.937366869184032,60
420,309599000,1676775854,1676873930,315,50,121639,A,C,122.09094289999453 29.897187190163223,63481.63
421,413453650,1699366574,1699423525,143,23,12598,B,A,121.92151130212007 29.93412576257949,2861
422,538003886,1681087619,1681123561,302,42,79373,B,A,121.83825180579714 29.945235140108068,1580
423,374728000,1686826662,1686876510,97,17,3994,A,B,121.8960833011353 29.93290032975045,3005.26
424,636018497,1677924599,1677993341,292,45,178055,E,D,122.07685838333425 29.893054494052702,74530
425,566886000,1686205053,1686291888,259,37,57830,B,A,122.00749578533595 29.76871274276176,9358
426,373933000,1700640995,1700726493,96,16,3146,A,B,121.89868694105951 29.931472410600644,1561.74
427,477233200,1675817127,1675851861,330,48,132586,B,A,122.02459458045499 29.78192432924778,3000
428,477464800,1703035807,1703073567,141,23,11913,B,A,121.92151130212007 29.93412576257949,36
429,256734000,1698643068,1698886682,225,37,54409,A,C,121.74391419091693 29.98181953364116,46693.43
430,538010535,1697194266,1697266539,299,50,207999,E,D,122.07685838333425 29.893054494052702,122100
431,357783000,1678058082,1678129575,292,45,181389,E,D,121.8854311014227 29.935859473467904,91700
432,241316000,1703239528,1703301571,292,45,179033,E,D,122.07685838333425 29.893054494052702,79000
433,440473000,1681901563,1681946563,143,21,10299,B,A,121.86670274091357 29.937366869184032,44
434,477615500,1692869447,1693037373,176,31,40166,C,B,121.74391419091693 29.98181953364116,34334.66
435,636021678,1675836101,1676003612,329,60,299847,D,C,121.81345119675835 29.956549406214588,128893.18
436,477829700,1676377990,1676481408,323,43,105400,B,A,122.00491060230848 29.76673611935694,1693
437,374431000,1699165948,1699242754,137,25,12419,B,A,121.93228463787132 29.940084640162464,40
438,357245000,1695283487,1695364371,336,60,313875,D,C,121.81345119675835 29.956549406214588,62290.43
439,477224100,1701756447,1701815050,143,23,12560,B,A,122.00491060230848 29.76673611935694,500
440,413825408,1701763945,1701848630,108,18,6111,D,C,122.11536286626986 29.9081121196694,5011.94
441,352175000,1692858407,1692937482,95,16,4034,A,B,121.89868694105951 29.931472410600644,2706.98
442,205778000,1676010807,1676178487,292,45,175591,E,D,121.88299170323923 29.936601974988143,78500
443,477257600,1682005723,1682149061,295,46,179938,E,D,121.88299170323923 29.936601974988143,74881
444,563013300,1691397020,1691476991,179,27,35103,C,B,121.75109782011569 29.9804931127261,6059.48
445,311000725,1674911804,1674962204,142,23,11817,B,A,122.03102823282664 29.89508922632821,767
446,477899200,1687199490,1687320425,292,45,176469,E,D,121.88299170323923 29.936601974988143,62003
447,477961100,1687569422,1687673530,295,46,180423,E,D,121.88299170323923 29.936601974988143,80000
448,538003956,1683434428,1683558972,292,45,176371,E,D,121.88299170323923 29.936601974988143,80533
449,351840000,1672625681,1672811980,180,32,44936,C,B,121.75109782011569 29.9804931127261,39891.93
450,636017741,1677733804,1677899252,157,25,26071,C,B,121.9529721578593 29.94995541645756,5000
451,413453640,1674186908,1674251414,143,23,12545,B,A,122.03102823282664 29.89508922632821,1155
452,215736000,1705298889,1705456160,150,24,19992,C,B,121.9529721578593 29.94995541645756,9296
453,538009796,1678421653,1678594162,295,46,180082,E,D,122.07685838333425 29.893054494052702,75600
454,525100545,1677800771,1677883466,97,16,3844,A,B,121.89581318351006 29.93222177093501,3002.58
455,563053300,1700694377,1700822249,353,54,178257,B,A,122.03704830124349 29.893930377836373,15000
456,563181000,1681346120,1681366376,211,32,38968,B,A,121.92547188203457 29.936120717921202,764.6
457,636017315,1700354379,1700436739,289,45,176996,E,D,121.88299170323923 29.936601974988143,72500
458,370558000,1693811598,1693891164,170,26,33614,C,B,121.75439821138373 29.979150371202415,5481.49
459,212656000,1697083220,1697246685,183,33,49999,C,B,121.75439821138373 29.979150371202415,8195.02
